name,scholarid
C. Pandu Rangan,begDaeQAAAAJ
C. Pandurangan,begDaeQAAAAJ
C. R. Ramakrishnan,YGDOoXAAAAAJ
C. R. Subramanian,A_WrLWsAAAAJ
C. Ravindranath Chowdary,wWbOB0UAAAAJ
C. S. Raghavendra,GM-hJhQAAAAJ
C. Seshadhri,NOSCHOLARPAGE
C. Siva Ram Murthy,VjJFBjcAAAAJ
C. V. Jawahar,U9dH-DoAAAAJ
C.-C. Jay Kuo,81d60okAAAAJ
C.-H. Luke Ong,NOSCHOLARPAGE
Caetano Traina,h2ivd3AAAAAJ
Caetano Traina Jr.,h2ivd3AAAAAJ
Caetano Traina Junior,h2ivd3AAAAAJ
Cagatay Goncu,AjUOkTcAAAAJ
Cagdas Onal,3symmLYAAAAJ
Caitlin Kelleher,DqCFHY8AAAAJ
Caitlin L. Kelleher,DqCFHY8AAAAJ
Caiwe De,NOSCHOLARPAGE
Caiwen Ding,7hR0r_EAAAAJ
Calin C. Guet,J4NGQxcAAAAJ
Calton Pu,Vbv-JEwAAAAJ
Calvin C. Newport,EhodjeAAAAAJ
Calvin J. Ribbens,gs_WpWIAAAAJ
Calvin Lin,VDMARucAAAAJ
Calvin Newport,EhodjeAAAAAJ
Cam Nguyen,hIL52f8AAAAJ
Cam-Tu Nguyen,qaSjJ4wAAAAJ
Cameron Browne,e6dyku8AAAAJ
Cameron Musco,EeYGZCwAAAAJ
Camillo J. Taylor,vMDCJHcAAAAJ
Camillo Jose Taylor,vMDCJHcAAAAJ
Campbell Wilson,NOSCHOLARPAGE
Can Alkan,wo5_FngAAAAJ
Can C. Özturan,--uJKY0AAAAJ
Can Isik,NOSCHOLARPAGE
Can Özturan,--uJKY0AAAAJ
Candace L. Sidner,j8ULfMsAAAAJ
Candido Cabo,pvFqstUAAAAJ
Candy L. Sidner,j8ULfMsAAAAJ
Cang Ye,3kvDgyMAAAAJ
Cara K. MacNish,NOSCHOLARPAGE
Cara MacNish,NOSCHOLARPAGE
Carey L. Williamson,NOSCHOLARPAGE
Carey Williamson,NOSCHOLARPAGE
Carl A. Gunter,3S5qpXsAAAAJ
Carl A. Gutwin,ZWsIEYcAAAAJ
Carl Evans,NOSCHOLARPAGE
Carl Gutwin,ZWsIEYcAAAAJ
Carl H. Hauser,NOSCHOLARPAGE
Carl Hauser,NOSCHOLARPAGE
Carl Henrik Ek,9yQ1tQoAAAAJ
Carl James-Reynolds,NOSCHOLARPAGE
Carl K. Chang,0IHc9DUAAAAJ
Carl Kingsford,V_cvqKcAAAAJ
Carl Leuschen,NOSCHOLARPAGE
Carl Nettelblad,O6RHmDcAAAAJ
Carl Vondrick,3MzhkFIAAAAJ
Carl-Philipp Heisenberg,NOSCHOLARPAGE
Carla D. Savage,NOSCHOLARPAGE
Carla E. Brodley,sQ8u6h4AAAAJ
Carla Ferreira 0001,l7GG8NoAAAAJ
Carla M. D. S. Freitas,NOSCHOLARPAGE
Carla Maria Dal Sasso Freitas,NOSCHOLARPAGE
Carla P. Gomes,3hdbdBoAAAAJ
Carla Schuenemann,G-6XtcIAAAAJ
Carla T. L. L. Silva,G-6XtcIAAAAJ
Carla Taciana Lima Lourenco Silva Schuenemann,G-6XtcIAAAAJ
Carlisle Adams,w1VhqyoAAAAJ
Carlisle E. George,NOSCHOLARPAGE
Carlisle George,NOSCHOLARPAGE
Carlisle M. Adams,w1VhqyoAAAAJ
Carlo A. Furia,pqbv1BAAAAAJ
Carlo Alberto Furia,pqbv1BAAAAAJ
Carlo Baldassi,DYUloYkAAAAJ
Carlo Blundo,8D_2sMwAAAAJ
Carlo Brandolese,NyplYssAAAAJ
Carlo Fischione,RWGj7esAAAAJ
Carlo Kopp,XJ4CZmgAAAAJ
Carlo Lucibello,1IPn2HgAAAAJ
Carlo Montangero,NOSCHOLARPAGE
Carlo Pinciroli,aE8woBcAAAAJ
Carlo Tomasi,xViwZ0QAAAAJ
Carlo Zaniolo,f8FjAtMAAAAJ
Carlos A. G. Ferraz,x3A_-ugAAAAJ
Carlos A. J. Martinhon,343VizIAAAAJ
Carlos A. Pérez-Delgado,NOSCHOLARPAGE
Carlos A. Varela,2jD9mYEAAAAJ
Carlos Alberto de Jesus Martinhon,343VizIAAAAJ
Carlos Alvarez-Martinez,7c0avmcAAAAJ
Carlos Beltrán Almeida,eeHc8KYAAAAJ
Carlos Caleiro,YnVAMh4AAAAJ
Carlos Camarão,2LRi77IAAAAJ
Carlos Duarte,I7hcyJgAAAAJ
Carlos E. Ferreira,cp2Bft4AAAAJ
Carlos Eduardo Ferreira,cp2Bft4AAAAJ
Carlos Eduardo Pedreira,Dg3fjRgAAAAJ
Carlos Eduardo R. Lopes,NOSCHOLARPAGE
Carlos Eduardo Scheidegger,8uHMJjsAAAAJ
Carlos Gustavo López Pombo,DGmfF8QAAAAJ
Carlos H. Morimoto,ylIa7EoAAAAJ
Carlos Hitoshi Morimoto,ylIa7EoAAAAJ
Carlos Jensen,v7fzzssAAAAJ
Carlos José Pereira de Lucena,BCW5XGIAAAAJ
Carlos Lucena,BCW5XGIAAAAJ
Carlos López Pombo,DGmfF8QAAAAJ
Carlos M. Duarte,I7hcyJgAAAAJ
Carlos Maltzahn,ntU7-hwAAAAJ
Carlos Martinho,fSILbggAAAAJ
Carlos Morimoto,ylIa7EoAAAAJ
Carlos Ordonez 0001,W9YkIcoAAAAJ
Carlos R. Lopes,NOSCHOLARPAGE
Carlos R. Osuna,oLEES1QAAAAJ
Carlos R. Rivero,oLEES1QAAAAJ
Carlos Ribeiro,PHx3a5oAAAAJ
Carlos Roberto Lopes,NOSCHOLARPAGE
Carlos Roque Martinho,fSILbggAAAAJ
Carlos Scheidegger,8uHMJjsAAAAJ
Carlos Teixeira,gnbk7PgAAAAJ
Carlos Varela,HrYB6B8AAAAJ
Carlos Vázquez 0001,66PEu_YAAAAJ
Carlos de Castro Goulart,Rp2pL9oAAAAJ
Carlotta Domeniconi,aKkIMogAAAAJ
Carlton J. Leuschen,NOSCHOLARPAGE
Carmel Domshlak,Wj7GFosAAAAJ
Carmela Troncoso,sMkt3SgAAAAJ
Carmine Gravino,fGpVbKwAAAAJ
Carol J. Fung,lIYpkGYAAAAJ
Carol J. Romanowski,NOSCHOLARPAGE
Carola Wenk,JLWWzugAAAAJ
Carole A. Goble,2G4kqPYAAAAJ
Carole Anne Goble,2G4kqPYAAAAJ
Carole Twining,23t6LBIAAAAJ
Carole-Jean Wu,S1szbyAAAAAJ
Carolina Ruiz,xuOJUqsAAAAJ
Carolina Wählby,eRR9pK4AAAAJ
Caroline C. Friedel,FcW0DAUAAAAJ
Caroline Christina Friedel,FcW0DAUAAAAJ
Caroline Jay,fMfq07IAAAAJ
Caroline M. Eastman,NOSCHOLARPAGE
Caroline Uhler,dIJFcaoAAAAJ
Carolyn Penstein Rosé,BMydCgcAAAAJ
Carolyn R. Watters,ACAErxoAAAAJ
Carrick Detweiler,E4kvshMAAAAJ
Carroll C. Morgan,YqrcydIAAAAJ
Carroll Morgan,YqrcydIAAAAJ
Carson K. Leung,NOSCHOLARPAGE
Carson Kai-Sang Leung,NOSCHOLARPAGE
Carsten Binnig,Iqsl_XMAAAAJ
Carsten Dachsbacher,q72ueY0AAAAJ
Carsten Rother,N_YNMIMAAAAJ
Carsten Rudolph,vLwySjQAAAAJ
Carsten Schürmann,NOSCHOLARPAGE
Carsten Sinz,bF9qmvsAAAAJ
Carsten Steger,7ANT0icAAAAJ
Carsten Thomassen,NOSCHOLARPAGE
Carsten Witt,NOSCHOLARPAGE
Cartic R. Ramakrishnan,YGDOoXAAAAAJ
Cas Cremers,3uT_2lcAAAAJ
Cas J. F. Cremers,3uT_2lcAAAAJ
Casey Fiesler,D9LfKkAe7d0C
Casey Kennington,Um4ZbbgAAAAJ
Casey Redd Kennington,Um4ZbbgAAAAJ
Casimir A. Kulikowski,NOSCHOLARPAGE
Caspar Ryan,SBJPQT0AAAAJ
Casper Lassenius,rQHJ67UAAAAJ
Caterina Urban,4-u1_HIAAAAJ
Catherine Beaton,NOSCHOLARPAGE
Catherine Blake,Dyxv_DQAAAAJ
Catherine C. Marshall,n0pDnzwAAAAJ
Catherine Combes,tZHqTKcAAAAJ
Catherine Holloway,y6TvZdIAAAAJ
Catherine McCartin,NOSCHOLARPAGE
Catherine Mills Olschanowsky,NOSCHOLARPAGE
Catherine Olschanowsky,NOSCHOLARPAGE
Catherine S. Holloway,y6TvZdIAAAAJ
Catholijn Jonker,khyi_HIAAAAJ
Catholijn M. Jonker,khyi_HIAAAAJ
Cathy Wu,eiRdbhsAAAAJ
Catie Chang,4ndpsi4AAAAJ
Cauligi S. Raghavendra,GM-hJhQAAAAJ
Ce Zhang,GkXqbmMAAAAJ
Ce Zhu,C7iZbYMAAAAJ
Cecilia Mascolo,Ej4BNaQAAAAJ
Cecilia R. Aragon,BM_qLgYAAAAJ
Cecília Baranauskas,NOSCHOLARPAGE
Cecília M. F. Rubira,NOSCHOLARPAGE
Cecília Mary Fischer Rubira,NOSCHOLARPAGE
Cees Witteveen,GeGc07oAAAAJ
Celina M. H. de Figueiredo,J3aJNYUAAAAJ
Celina Miraglia Herrera de Figueiredo,J3aJNYUAAAAJ
Celso C. Ribeiro,yGl1MwgAAAAJ
Cem Ersoy,I8ojCJYAAAAJ
Cem Yuksel,QyIFIKwAAAAJ
Cemal Yilmaz,HMxrUdQAAAAJ
Cenk S. Sahinalp,NOSCHOLARPAGE
Ceren Budak,wIhJS60AAAAJ
Cesare Alippi,SCZObbIAAAAJ
Cesare Enrico,FgX-QxsAAAAJ
Cesare Pautasso,r7ISNNYAAAAJ
Cesare Tinelli,wbZc9nUAAAAJ
Cevat Sener,NOSCHOLARPAGE
Cevdet Aykanat,9Tr_1yMAAAAJ
Cewu Lu,QZVQEWAAAAAJ
Cezara Dragoi,NOSCHOLARPAGE
Ch. Sobhan Babu,NOSCHOLARPAGE
Chabane Djeraba,cCo-rYsAAAAJ
Chad Jenkins,dp5LnVAAAAAJ
Chagit Attiya,eoMK92MAAAAJ
Chai Kiat Yeo,NOSCHOLARPAGE
Chai Quek,NOSCHOLARPAGE
Chaiyod Pirak,bOiR98IAAAAJ
Chakkrit Tantithamthavorn,idShgcoAAAAJ
Chalavadi Krishna Mohan,GvSsuVEAAAAJ
Cham Tat Jen,Lx3X7W0AAAAJ
Chaman L. Sabharwal,ogiOHB4AAAAJ
Chan Hua Vun,NOSCHOLARPAGE
Chan-Mo Park,NOSCHOLARPAGE
Chanchal Roy,cEZKjXgAAAAJ
Chandan K. Reddy,LoXnMOIAAAAJ
Chandan Karfa,pp-UnuoAAAAJ
Chandan Saha 0001,xJrC-GMAAAAJ
Chandra Chekuri,7j3itaMAAAAJ
Chandra Kambhamettu,BMVESLIAAAAJ
Chandra Krintz,NOSCHOLARPAGE
Chandrajit Bajaj,gyL3CZ0AAAAJ
Chandrajit L. Bajaj,gyL3CZ0AAAAJ
Chandrasekaran Pandu Rangan,begDaeQAAAAJ
Chandrashekar Ramanathan,EBSaHLkAAAAJ
Chang Ming Wu,R1UPxsMAAAAJ
Chang Wen Chen,nSSqFUcAAAAJ
Chang Xu 0001,jlZOlxIAAAAJ
Chang-Gun Lee,2rUL6rAAAAAJ
Chang-Hun Kim,NOSCHOLARPAGE
Chang-Tien Lu,TJI8JW0AAAAJ
Chang-Wook Kim,NOSCHOLARPAGE
Chang-shui Zhang,GL9M37YAAAAJ
Changhai Nie,mRt6JHkAAAAJ
Changhe Tu,NOSCHOLARPAGE
Changhe Yuan,dVia5U4AAAAJ
Changhee Joo,ZTvziRoAAAAJ
Changhee Jung,_sIzYHAAAAAJ
Changho Suh,B1guGw8AAAAJ
Changliu Liu,vvzAfOwAAAAJ
Changshui Zhang,GL9M37YAAAAJ
Changwoo Min,6VDjaN4AAAAJ
Changxi Zheng,-0rEuLgAAAAJ
Changyou Chen,LtEcKBcAAAAJ
Chanik Park,TsP0SGcAAAAJ
Chao Chen 0012,J-iIIFAAAAAJ
Chao Li 0009,Yy-wQg4AAAAJ
Chao Liu 0002,NOSCHOLARPAGE
Chao Lu 0002,NOSCHOLARPAGE
Chao Peng,NOSCHOLARPAGE
Chao Tian,NEbjixgAAAAJ
Chao Wang 0001,q2L3v6kAAAAJ
Chao Xu 0006,NOSCHOLARPAGE
Chao Yang 0015,NOSCHOLARPAGE
Chao Zhang 0001,i-vJ_-UAAAAJ
Chao Zhang 0008,NOSCHOLARPAGE
Chao Zhang 0014,CeEO6SIAAAAJ
Chao-Chun Chen,NOSCHOLARPAGE
Chaofeng Sha,NOSCHOLARPAGE
Chaokun Wang,NOSCHOLARPAGE
Chaoli Wang,z13bIdkAAAAJ
Chaoyang Zhang,NOSCHOLARPAGE
Charalambos Christou,NOSCHOLARPAGE
Charalambos Poullis,IhcdDa8AAAAJ
Charalampos Chelmis,-NTZR-kAAAAJ
Charalampos E. Tsourakakis,IkEXPUEAAAAJ
Charalampos Papamanthou,4k0lzWwAAAAJ
Charibeth Cheng,wKwXbiUAAAAJ
Charibeth K. Cheng,wKwXbiUAAAAJ
Charibeth Ko Cheng,wKwXbiUAAAAJ
Charles B. Owen,zBuDgD0AAAAJ
Charles Border,NOSCHOLARPAGE
Charles Bouillaguet,5ov-TX4AAAAJ
Charles C. Weems,bkN-YUkAAAAJ
Charles C. Weems Jr.,bkN-YUkAAAAJ
Charles D. Hansen,UqyaAQQAAAAJ
Charles Dierbach,NOSCHOLARPAGE
Charles E. Hughes,pbb9CG4AAAAJ
Charles E. Leiserson,gWBoNCsAAAAJ
Charles E. McDowell,vizwcbsAAAAJ
Charles Elkan,im5aMngAAAAJ
Charles F. Van Loan,N7sfFpcAAAAJ
Charles Gretton,C6mgJ_QAAAAJ
Charles J. Colbourn,NOSCHOLARPAGE
Charles Joseph Colbourn,NOSCHOLARPAGE
Charles L. A. Clarke,TkVleDIAAAAJ
Charles L. Isbell Jr.,NOSCHOLARPAGE
Charles Lee Isbell Jr.,NOSCHOLARPAGE
Charles M. Eastman,NOSCHOLARPAGE
Charles Martin,mTlH4G8AAAAJ
Charles Nicholas,i3uLKmkAAAAJ
Charles Ofria,nYLuKDAAAAAJ
Charles P. Martin,mTlH4G8AAAAJ
Charles Paperman,jzXAoMcAAAAJ
Charles Patrick Martin,mTlH4G8AAAAJ
Charles Perin,raZc4aoAAAAJ
Charles R. Wallace,NOSCHOLARPAGE
Charles Rich,zCeJN3UAAAAJ
Charles Stewart,7egtxu0AAAAJ
Charles Thevathayan,GrY0NNgAAAAJ
Charles Van Loan,N7sfFpcAAAAJ
Charles W. Anderson,plBNA0EAAAAJ
Charles Wallace,NOSCHOLARPAGE
Charles Wright,NOSCHOLARPAGE
Charles X. Ling,eFJ_tVsAAAAJ
Charles Zhang,JlkjyIoAAAAJ
Charless C. Fowlkes,yLQF4mkAAAAJ
Charlie E. Hughes,pbb9CG4AAAAJ
Charlie McDowell,vizwcbsAAAAJ
Charlie Obimbo,NOSCHOLARPAGE
Charmaine Barreto,NOSCHOLARPAGE
Chase Q. Wu,C__DNg8AAAAJ
Chase Qishi Wu,C__DNg8AAAAJ
Chat Wacharamanotham,X-LAWNgAAAAJ
Chatchavan Wacharamanotham,X-LAWNgAAAAJ
Chatchawit Aporntewan,NOSCHOLARPAGE
Chaur-Chin Chen,NOSCHOLARPAGE
Chayakorn Netramai,mGzsTX4AAAAJ
Che-Rung Lee,FoJPzwUAAAAJ
Chebiyyam Siva Ram Murthy,VjJFBjcAAAAJ
Chee K. Yap,NOSCHOLARPAGE
Chee Keong Kwoh,jVn0wDMAAAAJ
Chee Yap,NOSCHOLARPAGE
Chee Yong Chan,mcz6T78AAAAJ
Chee-Hung Henry Chu,NOSCHOLARPAGE
Chee-Keng Yap,NOSCHOLARPAGE
Chee-Yong Chan,mcz6T78AAAAJ
Cheeha Kim,1UlTiEMAAAAJ
Chein-I Chang,03Bww5gAAAAJ
Chellu Chandra Sekhar,rO5ZgW4AAAAJ
Chen (Cherie) Ding,NOSCHOLARPAGE
Chen Change Loy,559LF80AAAAJ
Chen Ding,SZuNhvQAAAAJ
Chen Greif,NOSCHOLARPAGE
Chen Hajaj,Zy2cIskAAAAJ
Chen Li 0001,NOSCHOLARPAGE
Chen Qian 0001,QRxf7EUAAAAJ
Chen Tian 0001,OYNQpFYAAAAJ
Chen-Ching Liu,NOSCHOLARPAGE
Chenfanfu Jiang,jTivVMEAAAAJ
Cheng Jin,NOSCHOLARPAGE
Cheng Soon Ong,ofMZr0IAAAAJ
Cheng-Chung Lin,NOSCHOLARPAGE
Cheng-Fu Chou,NOSCHOLARPAGE
Cheng-Hsin Hsu,6Hsfe8gAAAAJ
ChengXiang Zhai,YU-baPIAAAAJ
Chengcui Zhang,TGeMLQcAAAAJ
Chengjie Sun,NOSCHOLARPAGE
Chengjun Liu,TvBcLGMAAAAJ
Chengkai Li,v8ZQDf8AAAAJ
Chengnian Sun,rwbI5qAAAAAJ
Chengqi Zhang,B6lBmqEAAAAJ
Chengqing Li，Hunan University,
Chengqing Zong,l8lvKOQAAAAJ
Chengrong Wu,NOSCHOLARPAGE
Chengwen Luo,DPW5Pj8AAAAJ
Chengxiang Zhai,YU-baPIAAAAJ
Chengyu Song,EoypoXAAAAAJ
Chengzheng Sun,eBpYUn4AAAAJ
Chenhao Tan,KGMaP18AAAAJ
Chenjuan Guo,WMXNm88AAAAJ
Chenliang Li,p4RNNCQAAAAJ
Chenliang Xu,54HfyDIAAAAJ
Chenren Xu,IFX5C-cAAAAJ
Chentao Wu,RAs-wnEAAAAJ
Chenyang Lu 0001,tCq7Wx0AAAAJ
Chenye Wu,Eivoa5IAAAAJ
Cherri M. Pancake,NOSCHOLARPAGE
Cheryl D. Seals,NOSCHOLARPAGE
Cheryl Denise Seals,NOSCHOLARPAGE
Cheryl Pope,oRDqRF0AAAAJ
Cheryl Seals,NOSCHOLARPAGE
Chester Rebeiro,ctxSQrwAAAAJ
Chetan Arora 0001,Q8cTLNMAAAAJ
Chetan D. Parikh,S1edNtAAAAAJ
Chi-Keung Tang,EWfpM74AAAAJ
Chi-Kin Chau,NOSCHOLARPAGE
Chi-Ren Shyu,SVfTWwMAAAAJ
Chi-Sheng Shih,aghHOfcAAAAJ
Chi-Wing Fu,NOSCHOLARPAGE
Chi-Yu Li,OtMUXigAAAAJ
Chia Yung Han,NOSCHOLARPAGE
Chia-Chu Chiang,czvk1hoAAAAJ
Chia-Heng Tu,MiHoJtkAAAAJ
Chia-Lin Yang,Fh3SPAkAAAAJ
Chia-Yen Lee,M_DB0CQAAAAJ
Chia-che Tsai,laqfZ-4AAAAJ
Chiang Lee,NOSCHOLARPAGE
Chiara Bodei,NOSCHOLARPAGE
Chiara Francalanci,NOSCHOLARPAGE
Chicheng Zhang,mho7MawAAAAJ
Chidchanok Lursinsap,NOSCHOLARPAGE
Chien-Chao Tseng,ownGePIAAAAJ
Chien-Chung Shen,QyipVRoAAAAJ
Chien-Ju Ho,DWKoeW0AAAAJ
Chiew Tong Lau,NOSCHOLARPAGE
Chiew-Lan Tai,DORzgBQAAAAJ
Chih-Jen Lin,SLMkts8AAAAJ
Chih-Tsun Huang,NOSCHOLARPAGE
Chih-Wei Yi,NOSCHOLARPAGE
Chih-Wen Hsueh,JPPL6AYAAAAJ
Chih-Ya Shen,NOSCHOLARPAGE
Chin-Lung Lu,NOSCHOLARPAGE
Chin-Teng Lin,nubkF1cAAAAJ
Chin-Tser Huang,9JXSsgYAAAAJ
Chin-Wan Chung,NOSCHOLARPAGE
Chin-Yu Huang,ZdsQftgAAAAJ
Ching Yee Suen,NOSCHOLARPAGE
Ching-Chun Huang,NOSCHOLARPAGE
Ching-Fang Hsu,NOSCHOLARPAGE
Ching-Hua Chow,xLIQ4PYAAAAJ
Ching-Kuang Shene,NOSCHOLARPAGE
Ching-Te Chiu,NOSCHOLARPAGE
Chinmay Eishan Kulkarni,ZDatV6MAAAAJ
Chinmay Hegde,eJAV17IAAAAJ
Chinmay Kulkarni,ZDatV6MAAAAJ
Chintan Patel,rnkQi4gAAAAJ
Chinwe Ekenna,NOSCHOLARPAGE
Chinya V. Ravishankar,NOSCHOLARPAGE
Chiou-Shann Fuh,NOSCHOLARPAGE
Chiou-Ting Hsu,K4woTsYAAAAJ
Chirag Shah,H4dLAw0AAAAJ
Chiranjib Bhattacharyya,NOSCHOLARPAGE
Chiranjoy Chattopadhyay,5LzGkEAAAAAJ
Chiru Bhattacharyya,NOSCHOLARPAGE
Chita R. Das,2kXsgI4AAAAJ
Chitta Baral,9Yd716IAAAAJ
Chitta Mandal,jkoZD_MAAAAJ
Chittaranjan A. Mandal,jkoZD_MAAAAJ
Chittaranjan Mandal,jkoZD_MAAAAJ
Chittaranjan Mandal 0001,jkoZD_MAAAAJ
Chiu Chiang Tan,NOSCHOLARPAGE
Chng Eng Siong,FJodrCcAAAAJ
Cho-Jui Hsieh,Wy89g4IAAAAJ
Cho-Li Wang,pO6yT2cAAAAJ
Chong-Jun Wang,NOSCHOLARPAGE
Chong-kwon Kim,KRykCKkAAAAJ
Chongjie Zhang,LjxqXycAAAAJ
Chongjun Wang,NOSCHOLARPAGE
Chongkwon Kim,KRykCKkAAAAJ
Choonhwa Lee,NOSCHOLARPAGE
Chris Amato,-8-sD-sAAAAJ
Chris Bailey,QQ_dWtcAAAAJ
Chris Bailey-Kellogg,NOSCHOLARPAGE
Chris Bartone,NOSCHOLARPAGE
Chris Biemann,NOSCHOLARPAGE
Chris Bystroff,ZHK-ewYAAAAJ
Chris Callison-Burch,nv-MV58AAAAJ
Chris Chitty,NOSCHOLARPAGE
Chris Clack,6zAjxsIAAAAJ
Chris Clifton,C_cWJIkAAAAJ
Chris Ding,q7FfnjgAAAAJ
Chris Doughty,5I08jB8AAAAJ
Chris Evans,EViLL-IAAAAJ
Chris Fermüller,-6IV5oIAAAAJ
Chris Fietkiewicz,r7veCY0AAAAJ
Chris GauthierDickey,NOSCHOLARPAGE
Chris Gniady,iGccVmEAAAAJ
Chris H. Q. Ding,q7FfnjgAAAAJ
Chris Hankin,axungaEAAAAJ
Chris Harrison 0001,36HRdqMAAAAJ
Chris Heunen,K_LnaH0AAAAJ
Chris Hundhausen,jdmx_E8AAAAJ
Chris J. Barter,NOSCHOLARPAGE
Chris Jermaine,D2P2B0MAAAAJ
Chris Kanich,Zy1b3UAAAAAJ
Chris Martens,J1OIx74AAAAJ
Chris McDonald,8jUAxZkAAAAJ
Chris North,qdxUOhcAAAAJ
Chris Pal,1ScWJOoAAAAJ
Chris Parnin,Guzbr0kAAAAJ
Chris Peikert,PiZymREAAAAJ
Chris Piech,fpT49d8AAAAJ
Chris Preist,rfoJfMgAAAAJ
Chris R. Johnson,NOSCHOLARPAGE
Chris R. Johnson 0001,SS3tE_MAAAAJ
Chris Reed,4uzzI5YAAAAJ
Chris Russell 0001,RM2sHhYAAAAJ
Chris S. Crawford,3V9Nf8QAAAAJ
Chris S. McDonald,8jUAxZkAAAAJ
Chris Scaffidi,NOSCHOLARPAGE
Chris Thornton,NOSCHOLARPAGE
Chris Umans,uNsqlqYAAAAJ
Chris Verhoef,ziKj-v0AAAAJ
Chris W. Johnson 0001,pU6c2PQAAAAJ
Chris Weaver,SrIEIUgAAAAJ
Chris Wilcox,V-o9ZkIAAAAJ
Chris Wilson,NOSCHOLARPAGE
Chris Wojtan,OGdXlpcAAAAJ
Christan Grant,NOSCHOLARPAGE
Christel Baier,p8sX7r0AAAAJ
Christian Baumgartner,NOSCHOLARPAGE
Christian Berger,-5qMVbcAAAAJ
Christian Biemann,NOSCHOLARPAGE
Christian Bischof,1BRFh4UAAAAJ
Christian Bizer,INQwsQkAAAAJ
Christian Blouin,zNjCdOEAAAAJ
Christian Bonnet,ACeJK4AAAAAJ
Christian Borgelt,T50Bxb8AAAAJ
Christian Breiteneder,AvNBy7MAAAAJ
Christian Böhm,T9OSNwkAAAAJ
Christian D. Jensen,NOSCHOLARPAGE
Christian D. Newman,hb_08rUAAAAJ
Christian Darken,NOSCHOLARPAGE
Christian Desrosiers,XJ0jF3gAAAAJ
Christian Doerr,NOSCHOLARPAGE
Christian Duriez,sAA2koIAAAAJ
Christian G. Fermüller,-6IV5oIAAAAJ
Christian Glaßer,NOSCHOLARPAGE
Christian Guetl,NoAiKpcAAAAJ
Christian Gütl,NoAiKpcAAAAJ
Christian Hansen,qV62eOQAAAAJ
Christian Henriksen,NOSCHOLARPAGE
Christian Holz,OfXP9jMAAAAJ
Christian Huemer,jJ7BjEoAAAAJ
Christian Igel,d-jF4zIAAAAJ
Christian Ikenmeyer,NOSCHOLARPAGE
Christian J. Darken,NOSCHOLARPAGE
Christian J. Walder,ugH_Wg4AAAAJ
Christian Jacob,DUxb0k0AAAAJ
Christian Konrad,pUijx84AAAAJ
Christian Kästner,PR-ZnJUAAAAJ
Christian Lengauer,He31yBEAAAAJ
Christian Lessig,7PJiN-gAAAAJ
Christian N. S. Pedersen,RHtkRKwAAAAJ
Christian Nørgaard Storm Pedersen,RHtkRKwAAAAJ
Christian Poellabauer,7anf7aEAAAAJ
Christian Pérez,PHpSuswAAAAJ
Christian R. Huyck,NOSCHOLARPAGE
Christian R. Shelton,9xbbxGcAAAAJ
Christian Rechberger,0HMdWcUAAAAJ
Christian Richardt,AZH_wV0AAAAJ
Christian Robert Huyck,NOSCHOLARPAGE
Christian Rohner,yh51PU0AAAAJ
Christian Rossow,lNn4hRMAAAAJ
Christian S. Collberg,Iq_d12gAAAAJ
Christian S. Jensen,wo20cPYAAAAJ
Christian Schindelhauer,TxVfH8QAAAAJ
Christian Schulte 0001,27PyeisAAAAJ
Christian Skalka,XDj4RWQAAAAJ
Christian Theobalt,eIWg8NMAAAAJ
Christian Thomsen,Y7i1yN4AAAAJ
Christian Walder,ugH_Wg4AAAAJ
Christian Wulff-Nilsen,y5cX8ekAAAAJ
Christiane Neme Campos,t6j8h7UAAAAJ
Christiano Braga,zYumbMwAAAAJ
Christiano de O. Braga,zYumbMwAAAAJ
Christin Lindholm,NOSCHOLARPAGE
Christina Boucher,NOSCHOLARPAGE
Christina C. Christara,NOSCHOLARPAGE
Christina Delimitrou,OziQjUsAAAAJ
Christina Gardner-McCune,qe2DVGEAAAAJ
Christina Garman,r_GU-AwAAAAJ
Christina Lioma,dXkFCYoAAAAJ
Christina Penner,NOSCHOLARPAGE
Christine Cheng,6Ba8yxEAAAAJ
Christine Diane Lim,PuwcdNoAAAAJ
Christine L. Lisetti,NOSCHOLARPAGE
Christine Largeron,YgSSCaIAAAAJ
Christine Largeron-Leténo,YgSSCaIAAAAJ
Christine Lv,dTkWR0MAAAAJ
Christine Lætitia Lisetti,NOSCHOLARPAGE
Christo Wilson,KzmHyt8AAAAJ
Christof Fetzer,H7v4UbgAAAAJ
Christof Huebner,NOSCHOLARPAGE
Christof Hübner,NOSCHOLARPAGE
Christof Lutteroth,unjdcoYAAAAJ
Christof Monz,0r3PWLQAAAAJ
Christof Paar,w81afLAAAAAJ
Christof Seiler,fxMt84EAAAAJ
Christoffer Heckman,-YOtPcIAAAAJ
Christoffer R. Heckman,-YOtPcIAAAAJ
Christoforos Moutafis,adiGYU8AAAAJ
Christoph Borst,AJJ0vS8AAAAJ
Christoph Csallner,A9t6MNAAAAAJ
Christoph E. Koch,JYt9T_sAAAAJ
Christoph Eick,qfCKBuoAAAAJ
Christoph F. Breidbach,K0Tg_xMAAAAJ
Christoph H. Lampert,iCf3SwgAAAAJ
Christoph Johann Feinauer,b_svo9QAAAAJ
Christoph Koch 0001,JYt9T_sAAAAJ
Christoph Lippert,RVl8TE0AAAAJ
Christoph Lofi,bRONNvkAAAAJ
Christoph M. Hoffmann,bR-fLK4AAAAJ
Christoph M. Kirsch,jk3kRKAAAAAJ
